oasis ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12,Text files
archaeol2-25411,20th century,post medieval,,,,,,,,,,,
archaeol2-30608,20th century,,,,,,,,,,,,
archaeol2-30730,20th century,,,,,,,,,,,,
archaeol2-43214,20th century,,,,,,,,,,,,
archaeol2-43600,20th century,,,,,,,,,,,,
archaeol2-45107,20th century,,,,,,,,,,,,
archaeol2-49313,20th century,,,,,,,,,,,,
archaeol2-49622,20th century,,,,,,,,,,,,
archaeol2-49714,20th century,,,,,,,,,,,,
archaeol2-54216,20th century,,,,,,,,,,,,
archaeol2-54221,20th century,,,,,,,,,,,,
archaeol2-54637,20th century,,,,,,,,,,,,
archaeol26-145633,20th century,post medieval,,,,,,,,,,,
archaeol2-61840,20th century,,,,,,,,,,,,
archaeol2-62040,20th century,,,,,,,,,,,,
archaeol2-62120,20th century,,,,,,,,,,,,
archaeol26-246268,20th century,,,,,,,,,,,,
archaeol26-246277,20th century,,,,,,,,,,,,
archaeol2-67595,20th century,,,,,,,,,,,,
archaeol2-70296,20th century,,,,,,,,,,,,
archaeol27-231329,20th century,,,,,,,,,,,,
archaeol2-72969,20th century,,,,,,,,,,,,
archaeol2-78057,20th century,,,,,,,,,,,,
archaeol2-8662,20th century,medieval,post medieval,,,,,,,,,,
archaeol2-8683,20th century,post medieval,,,,,,,,,,,
archaeol2-8694,20th century,,,,,,,,,,,,
archaeol2-8714,20th century,medieval,roman,,,,,,,,,,
archaeol2-8724,20th century,,,,,,,,,,,,
archaeol2-91562,20th century,,,,,,,,,,,,
archaeol2-93499,20th century,,,,,,,,,,,,
archaeol2-9448,20th century,medieval,post medieval,,,,,,,,,,
archaeol2-9479,20th century,,,,,,,,,,,,
archaeol2-9480,20th century,,,,,,,,,,,,
archaeol2-9483,20th century,medieval,post medieval,roman,,,,,,,,,
archaeol2-9520,20th century,,,,,,,,,,,,
archaeol2-9523,20th century,,,,,,,,,,,,
archaeol2-9529,20th century,,,,,,,,,,,,
archaeol2-9571,20th century,post medieval,,,,,,,,,,,
archaeol2-9578,20th century,medieval,,,,,,,,,,,
archaeol2-97922,20th century,,,,,,,,,,,,
archaeol30-247183,20th century,,,,,,,,,,,,
archaeol30-255904,20th century,,,,,,,,,,,,
archaeol30-305700,20th century,,,,,,,,,,,,
archaeol3-122257,20th century,,,,,,,,,,,,
archaeol3-123029,20th century,,,,,,,,,,,,
archaeol3-167309,20th century,post medieval,,,,,,,,,,,
archaeol34-268071,20th century,post medieval,,,,,,,,,,,
archaeol34-299853,20th century,,,,,,,,,,,,
archaeol3-58782,20th century,,,,,,,,,,,,
archaeol4-159048,20th century,early medieval,,,,,,,,,,,
archaeol4-212677,20th century,medieval,post medieval,,,,,,,,,,
archaeol4-212714,20th century,,,,,,,,,,,,
archaeol5-112875,20th century,post medieval,,,,,,,,,,,
archaeol5-115396,20th century,medieval,post medieval,roman,,,,,,,,,
archaeol5-128354,20th century,post medieval,,,,,,,,,,,
archaeol5-128924,20th century,post medieval,,,,,,,,,,,
archaeol5-129292,20th century,,,,,,,,,,,,
archaeol5-137921,20th century,,,,,,,,,,,,
archaeol5-141072,20th century,post medieval,,,,,,,,,,,
archaeol5-146018,20th century,post medieval,,,,,,,,,,,
archaeol5-150980,20th century,,,,,,,,,,,,
archaeol5-152828,20th century,post medieval,,,,,,,,,,,
archaeol5-156784,20th century,,,,,,,,,,,,
archaeol5-157697,20th century,,,,,,,,,,,,
archaeol5-15942,20th century,,,,,,,,,,,,
archaeol5-163816,20th century,,,,,,,,,,,,
archaeol5-165728,20th century,,,,,,,,,,,,
archaeol5-192802,20th century,,,,,,,,,,,,
archaeol5-204626,20th century,,,,,,,,,,,,
archaeol5-210347,20th century,,,,,,,,,,,,
archaeol5-218899,20th century,,,,,,,,,,,,
archaeol5-25481,20th century,,,,,,,,,,,,
archaeol5-276940,20th century,post medieval,,,,,,,,,,,
archaeol5-28071,20th century,post medieval,,,,,,,,,,,
archaeol5-32212,20th century,,,,,,,,,,,,
archaeol5-37283,20th century,post medieval,,,,,,,,,,,
archaeol5-46420,20th century,,,,,,,,,,,,
archaeol5-50469,20th century,medieval,mesolithic,post medieval,,,,,,,,,
archaeol5-56448,20th century,,,,,,,,,,,,
archaeol5-57544,20th century,medieval,post medieval,,,,,,,,,,
archaeol5-58591,20th century,,,,,,,,,,,,
archaeol5-63276,20th century,medieval,post medieval,,,,,,,,,,
archaeol5-70673,20th century,post medieval,,,,,,,,,,,
archaeol5-78225,20th century,,,,,,,,,,,,
archaeol5-83356,20th century,post medieval,,,,,,,,,,,
archaeol5-84565,20th century,,,,,,,,,,,,
archaeol5-84744,20th century,,,,,,,,,,,,
archaeol5-86187,20th century,,,,,,,,,,,,
archaeol5-89005,20th century,,,,,,,,,,,,
archaeol5-99319,20th century,,,,,,,,,,,,
archaeol6-101925,20th century,medieval,,,,,,,,,,,
archaeol6-104906,20th century,,,,,,,,,,,,
archaeol6-107046,20th century,,,,,,,,,,,,
archaeol6-117210,20th century,post medieval,,,,,,,,,,,
archaeol6-131997,20th century,post medieval,,,,,,,,,,,
archaeol6-158630,20th century,,,,,,,,,,,,
archaeol6-165068,20th century,,,,,,,,,,,,
archaeol6-166925,20th century,,,,,,,,,,,,
archaeol6-180349,20th century,,,,,,,,,,,,
archaeol6-227527,20th century,,,,,,,,,,,,
archaeol6-238871,20th century,post medieval,,,,,,,,,,,
archaeol6-26096,20th century,,,,,,,,,,,,
archaeol6-26725,20th century,post medieval,,,,,,,,,,,
archaeol6-29512,20th century,,,,,,,,,,,,
archaeol6-31517,20th century,,,,,,,,,,,,
archaeol6-32279,20th century,,,,,,,,,,,,
archaeol6-35758,20th century,,,,,,,,,,,,
archaeol6-42092,20th century,,,,,,,,,,,,
archaeol6-46700,20th century,,,,,,,,,,,,
archaeol6-47439,20th century,medieval,post medieval,,,,,,,,,,
archaeol6-49813,20th century,,,,,,,,,,,,
archaeol6-50976,20th century,,,,,,,,,,,,
archaeol6-52731,20th century,post medieval,,,,,,,,,,,
archaeol6-59148,20th century,post medieval,,,,,,,,,,,
archaeol6-60279,20th century,post medieval,,,,,,,,,,,
archaeol6-80507,20th century,post medieval,,,,,,,,,,,
archaeol6-99399,20th century,,,,,,,,,,,,
archaeol7-103535,20th century,roman,,,,,,,,,,,
archaeol7-107517,20th century,medieval,post medieval,,,,,,,,,,
archaeol7-119249,20th century,,,,,,,,,,,,
archaeol7-120656,20th century,medieval,,,,,,,,,,,
archaeol7-122978,20th century,,,,,,,,,,,,
archaeol7-128702,20th century,,,,,,,,,,,,
archaeol7-135363,20th century,,,,,,,,,,,,
archaeol7-135408,20th century,post medieval,,,,,,,,,,,
archaeol7-135927,20th century,,,,,,,,,,,,
archaeol7-138165,20th century,post medieval,,,,,,,,,,,
archaeol7-139334,20th century,,,,,,,,,,,,
archaeol7-143753,20th century,,,,,,,,,,,,
archaeol7-149182,20th century,,,,,,,,,,,,
archaeol7-150201,20th century,medieval,post medieval,,,,,,,,,,
archaeol7-152083,20th century,middle bronze age,middle iron age,,,,,,,,,,
archaeol7-152376,20th century,,,,,,,,,,,,
archaeol7-153260,20th century,,,,,,,,,,,,
archaeol7-153884,20th century,,,,,,,,,,,,
archaeol7-156448,20th century,medieval,,,,,,,,,,,
archaeol7-157046,20th century,,,,,,,,,,,,
archaeol7-157440,20th century,,,,,,,,,,,,
archaeol7-158068,20th century,,,,,,,,,,,,
archaeol7-158542,20th century,,,,,,,,,,,,
archaeol7-163559,20th century,,,,,,,,,,,,
archaeol7-163640,20th century,,,,,,,,,,,,
archaeol7-168092,20th century,,,,,,,,,,,,
archaeol7-168302,20th century,post medieval,,,,,,,,,,,
archaeol7-169117,20th century,,,,,,,,,,,,
archaeol7-170112,20th century,,,,,,,,,,,,
archaeol7-170294,20th century,post medieval,,,,,,,,,,,
archaeol7-171089,20th century,post medieval,,,,,,,,,,,
archaeol7-174349,20th century,,,,,,,,,,,,
archaeol7-175255,20th century,,,,,,,,,,,,
archaeol7-187635,20th century,roman,,,,,,,,,,,
archaeol7-190818,20th century,medieval,,,,,,,,,,,
archaeol7-194191,20th century,,,,,,,,,,,,
archaeol7-198254,20th century,,,,,,,,,,,,
archaeol7-202088,20th century,,,,,,,,,,,,
archaeol7-209586,20th century,,,,,,,,,,,,
archaeol7-210026,20th century,,,,,,,,,,,,
archaeol7-210125,20th century,,,,,,,,,,,,
archaeol7-210296,20th century,,,,,,,,,,,,
archaeol7-212479,20th century,medieval,,,,,,,,,,,
archaeol7-213397,20th century,,,,,,,,,,,,
archaeol7-213406,20th century,iron age,roman,,,,,,,,,,
archaeol7-214546,20th century,post medieval,,,,,,,,,,,
archaeol7-214916,20th century,,,,,,,,,,,,
archaeol7-218564,20th century,,,,,,,,,,,,
archaeol7-21923,20th century,,,,,,,,,,,,
archaeol7-221072,20th century,,,,,,,,,,,,
archaeol7-221672,20th century,,,,,,,,,,,,
archaeol7-221827,20th century,post medieval,,,,,,,,,,,
archaeol7-22398,20th century,iron age,,,,,,,,,,,
archaeol7-245371,20th century,,,,,,,,,,,,
archaeol7-246406,20th century,,,,,,,,,,,,
archaeol7-253823,20th century,post medieval,,,,,,,,,,,
archaeol7-259828,20th century,,,,,,,,,,,,
archaeol7-260625,20th century,medieval,post medieval,,,,,,,,,,
archaeol7-262013,20th century,early medieval,later prehistoric,medieval,post medieval,roman,,,,,,,
archaeol7-264720,20th century,early medieval,,,,,,,,,,,
archaeol7-270060,20th century,post medieval,,,,,,,,,,,
archaeol7-272493,20th century,post medieval,,,,,,,,,,,
archaeol7-272523,20th century,,,,,,,,,,,,
archaeol7-272530,20th century,,,,,,,,,,,,
archaeol7-275021,20th century,,,,,,,,,,,,
archaeol7-275033,20th century,post medieval,,,,,,,,,,,
archaeol7-275886,20th century,post medieval,,,,,,,,,,,
archaeol7-277389,20th century,,,,,,,,,,,,
archaeol7-278151,20th century,,,,,,,,,,,,
archaeol7-280293,20th century,,,,,,,,,,,,
archaeol7-283264,20th century,post medieval,,,,,,,,,,,
archaeol7-283926,20th century,post medieval,,,,,,,,,,,
archaeol7-284337,20th century,post medieval,,,,,,,,,,,
archaeol7-287442,20th century,medieval,,,,,,,,,,,
archaeol7-287500,20th century,,,,,,,,,,,,
archaeol7-288072,20th century,early medieval,,,,,,,,,,,
archaeol7-290284,20th century,later prehistoric,medieval,post medieval,,,,,,,,,
archaeol7-294537,20th century,post medieval,,,,,,,,,,,
archaeol7-294600,20th century,,,,,,,,,,,,
archaeol7-298242,20th century,,,,,,,,,,,,
archaeol7-301429,20th century,,,,,,,,,,,,
archaeol7-302597,20th century,,,,,,,,,,,,
archaeol7-302724,20th century,early neolithic,later prehistoric,post medieval,,,,,,,,,
archaeol7-302981,20th century,,,,,,,,,,,,
archaeol7-305325,20th century,post medieval,,,,,,,,,,,
archaeol7-305379,20th century,,,,,,,,,,,,
archaeol7-309136,20th century,,,,,,,,,,,,
archaeol7-309875,20th century,,,,,,,,,,,,
archaeol7-310078,20th century,bronze age,medieval,roman,,,,,,,,,
archaeol7-311804,20th century,,,,,,,,,,,,
archaeol7-313992,20th century,bronze age,,,,,,,,,,,
archaeol7-314400,20th century,,,,,,,,,,,,
archaeol7-319372,20th century,iron age,late iron age,,,,,,,,,,
archaeol7-35471,20th century,,,,,,,,,,,,
archaeol7-35484,20th century,,,,,,,,,,,,
archaeol7-35938,20th century,post medieval,,,,,,,,,,,
archaeol7-38026,20th century,,,,,,,,,,,,
archaeol7-41656,20th century,,,,,,,,,,,,
archaeol7-43352,20th century,,,,,,,,,,,,
archaeol7-45976,20th century,,,,,,,,,,,,
archaeol7-50628,20th century,medieval,post medieval,,,,,,,,,,
archaeol7-50635,20th century,,,,,,,,,,,,
archaeol7-62332,20th century,,,,,,,,,,,,
archaeol7-62420,20th century,,,,,,,,,,,,
archaeol7-68708,20th century,,,,,,,,,,,,
archaeol7-68775,20th century,,,,,,,,,,,,
archaeol7-72287,20th century,late iron age,,,,,,,,,,,
archaeol7-72297,20th century,medieval,,,,,,,,,,,
archaeol7-73155,20th century,,,,,,,,,,,,
archaeol7-73584,20th century,,,,,,,,,,,,
archaeol7-74148,20th century,,,,,,,,,,,,
archaeol7-74167,20th century,,,,,,,,,,,,
archaeol7-74186,20th century,,,,,,,,,,,,
archaeol7-74556,20th century,,,,,,,,,,,,
archaeol7-75693,20th century,,,,,,,,,,,,
archaeol7-75711,20th century,,,,,,,,,,,,
archaeol7-77494,20th century,,,,,,,,,,,,
archaeol7-77538,20th century,,,,,,,,,,,,
archaeol7-78119,20th century,,,,,,,,,,,,
archaeol7-79575,20th century,,,,,,,,,,,,
archaeol7-81394,20th century,,,,,,,,,,,,
archaeol7-81679,20th century,post medieval,,,,,,,,,,,
archaeol7-82416,20th century,,,,,,,,,,,,
archaeol7-90495,20th century,,,,,,,,,,,,
archaeol7-91548,20th century,,,,,,,,,,,,
archaeol7-92776,20th century,,,,,,,,,,,,
archaeol7-93287,20th century,,,,,,,,,,,,
archaeol7-94981,20th century,post medieval,,,,,,,,,,,
archaeol8-47158,20th century,post medieval,,,,,,,,,,,
archascu1-257559,20th century,late prehistoric,,,,,,,,,,,
archbuil1-196282,20th century,medieval,post medieval,,,,,,,,,,
archbuil1-196295,20th century,medieval,post medieval,,,,,,,,,,
archbuil1-297797,20th century,post medieval,,,,,,,,,,,
archenfi2-31783,20th century,,,,,,,,,,,,
archenfi2-32046,20th century,,,,,,,,,,,,
archenfi2-41136,20th century,,,,,,,,,,,,
archenfi2-53062,20th century,post medieval,,,,,,,,,,,
archerit1-101243,20th century,post medieval,,,,,,,,,,,
archerit1-101901,20th century,post medieval,,,,,,,,,,,
archerit1-102649,20th century,post medieval,,,,,,,,,,,
archerit1-106231,20th century,post medieval,,,,,,,,,,,
archerit1-170276,20th century,post medieval,,,,,,,,,,,
archerit1-247060,20th century,post medieval,,,,,,,,,,,
archerit1-248399,20th century,post medieval,,,,,,,,,,,
archerit1-254990,20th century,,,,,,,,,,,,
archerit1-86010,20th century,post medieval,,,,,,,,,,,
architec1-219082,20th century,post medieval,,,,,,,,,,,
architec1-227375,20th century,,,,,,,,,,,,
architec1-227376,20th century,,,,,,,,,,,,
architec1-227378,20th century,,,,,,,,,,,,
architec1-227379,20th century,,,,,,,,,,,,
architec1-227381,20th century,,,,,,,,,,,,
architec1-227386,20th century,,,,,,,,,,,,
architec1-227390,20th century,,,,,,,,,,,,
architec1-230068,20th century,,,,,,,,,,,,
architec1-230377,20th century,,,,,,,,,,,,
architec1-230397,20th century,post medieval,,,,,,,,,,,
architec1-230409,20th century,,,,,,,,,,,,
architec1-230430,20th century,,,,,,,,,,,,
architec1-230510,20th century,,,,,,,,,,,,
architec1-230514,20th century,,,,,,,,,,,,
architec1-230521,20th century,,,,,,,,,,,,
architec1-231545,20th century,,,,,,,,,,,,
architec1-231558,20th century,,,,,,,,,,,,
architec1-231579,20th century,,,,,,,,,,,,
architec1-231583,20th century,,,,,,,,,,,,
architec1-231586,20th century,,,,,,,,,,,,
architec1-231655,20th century,post medieval,,,,,,,,,,,
architec1-232770,20th century,,,,,,,,,,,,
architec1-239027,20th century,,,,,,,,,,,,
architec1-239039,20th century,,,,,,,,,,,,
architec1-239057,20th century,,,,,,,,,,,,
architec1-239058,20th century,,,,,,,,,,,,
architec1-239059,20th century,,,,,,,,,,,,
architec1-239060,20th century,,,,,,,,,,,,
architec1-239155,20th century,,,,,,,,,,,,
architec1-239160,20th century,,,,,,,,,,,,
architec1-239169,20th century,,,,,,,,,,,,
architec1-239178,20th century,post medieval,,,,,,,,,,,
architec1-239179,20th century,post medieval,,,,,,,,,,,
architec1-239242,20th century,,,,,,,,,,,,
architec1-239244,20th century,post medieval,,,,,,,,,,,
architec1-239254,20th century,,,,,,,,,,,,
architec1-239257,20th century,,,,,,,,,,,,
architec1-239259,20th century,,,,,,,,,,,,
architec1-239265,20th century,,,,,,,,,,,,
architec1-239269,20th century,,,,,,,,,,,,
architec1-239275,20th century,,,,,,,,,,,,
architec1-239277,20th century,,,,,,,,,,,,
architec1-239279,20th century,post medieval,,,,,,,,,,,
architec1-239283,20th century,post medieval,,,,,,,,,,,
architec1-239285,20th century,,,,,,,,,,,,
architec1-239293,20th century,,,,,,,,,,,,
architec1-239294,20th century,,,,,,,,,,,,
architec1-241025,20th century,,,,,,,,,,,,
architec1-241141,20th century,,,,,,,,,,,,
architec1-241143,20th century,,,,,,,,,,,,
architec1-241150,20th century,,,,,,,,,,,,
architec1-241190,20th century,post medieval,,,,,,,,,,,
architec1-241194,20th century,,,,,,,,,,,,
architec1-241199,20th century,post medieval,,,,,,,,,,,
architec1-241212,20th century,post medieval,,,,,,,,,,,
architec1-241669,20th century,,,,,,,,,,,,
architec1-241671,20th century,,,,,,,,,,,,
architec1-241674,20th century,,,,,,,,,,,,
architec1-241677,20th century,post medieval,,,,,,,,,,,
architec1-241691,20th century,post medieval,,,,,,,,,,,
architec1-241709,20th century,post medieval,,,,,,,,,,,
architec1-241712,20th century,,,,,,,,,,,,
architec1-241719,20th century,post medieval,,,,,,,,,,,
architec1-241723,20th century,,,,,,,,,,,,
architec1-241726,20th century,post medieval,,,,,,,,,,,
architec1-241729,20th century,,,,,,,,,,,,
architec1-241739,20th century,post medieval,,,,,,,,,,,
architec1-241742,20th century,,,,,,,,,,,,
architec1-241749,20th century,,,,,,,,,,,,
architec1-241777,20th century,post medieval,,,,,,,,,,,
architec1-241783,20th century,,,,,,,,,,,,
architec1-241838,20th century,,,,,,,,,,,,
architec1-241846,20th century,post medieval,,,,,,,,,,,
architec1-241876,20th century,,,,,,,,,,,,
architec1-241887,20th century,post medieval,,,,,,,,,,,
architec1-241888,20th century,post medieval,,,,,,,,,,,
architec1-241891,20th century,post medieval,,,,,,,,,,,
architec1-241903,20th century,,,,,,,,,,,,
architec1-241906,20th century,,,,,,,,,,,,
architec1-241911,20th century,post medieval,,,,,,,,,,,
architec1-241947,20th century,,,,,,,,,,,,
architec1-241948,20th century,post medieval,,,,,,,,,,,
architec1-250677,20th century,,,,,,,,,,,,
architec1-250686,20th century,,,,,,,,,,,,
architec1-250691,20th century,,,,,,,,,,,,
architec1-250702,20th century,,,,,,,,,,,,
architec1-250827,20th century,,,,,,,,,,,,
architec1-250829,20th century,,,,,,,,,,,,
architec1-250831,20th century,,,,,,,,,,,,
architec1-250832,20th century,,,,,,,,,,,,
architec1-250833,20th century,post medieval,,,,,,,,,,,
architec1-250837,20th century,,,,,,,,,,,,
architec1-250842,20th century,,,,,,,,,,,,
architec1-250850,20th century,,,,,,,,,,,,
architec1-250854,20th century,post medieval,,,,,,,,,,,
architec1-250856,20th century,,,,,,,,,,,,
architec1-250860,20th century,,,,,,,,,,,,
architec1-250861,20th century,,,,,,,,,,,,
architec1-250864,20th century,,,,,,,,,,,,
architec1-250865,20th century,,,,,,,,,,,,
architec1-250866,20th century,,,,,,,,,,,,
architec1-250867,20th century,,,,,,,,,,,,
architec1-251221,20th century,,,,,,,,,,,,
architec1-251226,20th century,,,,,,,,,,,,
architec1-251229,20th century,,,,,,,,,,,,
architec1-266181,20th century,,,,,,,,,,,,
architec1-266184,20th century,post medieval,,,,,,,,,,,
architec1-266259,20th century,,,,,,,,,,,,
architec1-266261,20th century,post medieval,,,,,,,,,,,
architec1-266525,20th century,,,,,,,,,,,,
architec1-266546,20th century,post medieval,,,,,,,,,,,
architec1-266553,20th century,post medieval,,,,,,,,,,,
architec1-266596,20th century,,,,,,,,,,,,
architec1-266598,20th century,post medieval,,,,,,,,,,,
architec1-266600,20th century,post medieval,,,,,,,,,,,
architec1-266625,20th century,,,,,,,,,,,,
architec1-266629,20th century,post medieval,,,,,,,,,,,
architec1-266632,20th century,,,,,,,,,,,,
architec1-266676,20th century,post medieval,,,,,,,,,,,
architec1-266710,20th century,post medieval,,,,,,,,,,,
architec1-266743,20th century,,,,,,,,,,,,
architec1-266755,20th century,,,,,,,,,,,,
architec1-266799,20th century,,,,,,,,,,,,
architec1-266824,20th century,,,,,,,,,,,,
architec1-267303,20th century,,,,,,,,,,,,
architec1-267322,20th century,post medieval,,,,,,,,,,,
architec1-267332,20th century,,,,,,,,,,,,
architec1-267333,20th century,post medieval,,,,,,,,,,,
architec1-267416,20th century,,,,,,,,,,,,
architec1-267463,20th century,,,,,,,,,,,,
architec1-267477,20th century,,,,,,,,,,,,
architec1-267481,20th century,post medieval,,,,,,,,,,,
architec1-267486,20th century,post medieval,,,,,,,,,,,
architec1-267489,20th century,,,,,,,,,,,,
architec1-267491,20th century,post medieval,,,,,,,,,,,
architec1-267960,20th century,,,,,,,,,,,,
architec1-267962,20th century,,,,,,,,,,,,
architec1-267967,20th century,,,,,,,,,,,,
architec1-267968,20th century,,,,,,,,,,,,
architec1-267969,20th century,,,,,,,,,,,,
architec1-268745,20th century,,,,,,,,,,,,
architec1-268830,20th century,post medieval,,,,,,,,,,,
architec1-268838,20th century,,,,,,,,,,,,
architec1-268840,20th century,,,,,,,,,,,,
architec1-269845,20th century,post medieval,,,,,,,,,,,
architec1-272239,20th century,,,,,,,,,,,,
arcus2-37904,20th century,post medieval,,,,,,,,,,,
arcus2-42096,20th century,,,,,,,,,,,,
arcus2-56602,20th century,post medieval,,,,,,,,,,,
argyllar1-221867,20th century,,,,,,,,,,,,
argyllar1-221928,20th century,post medieval,,,,,,,,,,,
arrowhea1-116389,20th century,,,,,,,,,,,,
austinhe1-311200,20th century,,,,,,,,,,,,
avonarch1-102712,20th century,,,,,,,,,,,,
avonarch1-111484,20th century,,,,,,,,,,,,
avonarch1-36112,20th century,,,,,,,,,,,,
