OASIS Ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12
preconst1-155776,no period,,,,,,,,,,,
preconst1-155826,POST MEDIEVAL,,,,,,,,,,,
preconst1-156147,no period,,,,,,,,,,,
preconst1-156430,no period,,,,,,,,,,,
preconst1-156755,BRONZE AGE,ROMAN,,,,,,,,,,
preconst1-156891,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-157250,no period,,,,,,,,,,,
preconst1-157468,20TH CENTURY,EARLY MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-157512,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-157622,no period,,,,,,,,,,,
preconst1-157780,POST MEDIEVAL,,,,,,,,,,,
preconst1-157970,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-158283,MEDIEVAL,,,,,,,,,,,
preconst1-158452,POST MEDIEVAL,,,,,,,,,,,
preconst1-158524,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-158603,no period,,,,,,,,,,,
preconst1-158640,POST MEDIEVAL,,,,,,,,,,,
preconst1-158652,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-158654,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-158666,no period,,,,,,,,,,,
preconst1-158712,POST MEDIEVAL,,,,,,,,,,,
preconst1-158932,POST MEDIEVAL,,,,,,,,,,,
preconst1-159143,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-159161,POST MEDIEVAL,,,,,,,,,,,
preconst1-159189,no period,,,,,,,,,,,
preconst1-159295,no period,,,,,,,,,,,
preconst1-159450,no period,,,,,,,,,,,
preconst1-159588,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-159648,MEDIEVAL,,,,,,,,,,,
preconst1-159682,no period,,,,,,,,,,,
preconst1-159715,no period,,,,,,,,,,,
preconst1-160281,no period,,,,,,,,,,,
preconst1-16060,20TH CENTURY,MESOLITHIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-160787,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-161057,no period,,,,,,,,,,,
preconst1-161149,POST MEDIEVAL,,,,,,,,,,,
preconst1-161212,20TH CENTURY,,,,,,,,,,,
preconst1-161269,POST MEDIEVAL,,,,,,,,,,,
preconst1-161806,20TH CENTURY,,,,,,,,,,,
preconst1-161825,POST MEDIEVAL,,,,,,,,,,,
preconst1-16200,no period,,,,,,,,,,,
preconst1-162393,EARLY MEDIEVAL,MEDIEVAL,,,,,,,,,,
preconst1-162992,POST MEDIEVAL,,,,,,,,,,,
preconst1-163074,20TH CENTURY,,,,,,,,,,,
preconst1-163140,POST MEDIEVAL,,,,,,,,,,,
preconst1-163161,LATE BRONZE AGE,LATE NEOLITHIC,MEDIEVAL,MIDDLE BRONZE AGE,POST MEDIEVAL,,,,,,,
preconst1-163213,no period,,,,,,,,,,,
preconst1-163480,UNCERTAIN,,,,,,,,,,,
preconst1-16354,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-163692,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-163967,no period,,,,,,,,,,,
preconst1-164081,20TH CENTURY,,,,,,,,,,,
preconst1-16420,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-16421,EARLY BRONZE AGE,,,,,,,,,,,
preconst1-164278,UNCERTAIN,,,,,,,,,,,
preconst1-16453,MEDIEVAL,,,,,,,,,,,
preconst1-164745,no period,,,,,,,,,,,
preconst1-164958,no period,,,,,,,,,,,
preconst1-165182,POST MEDIEVAL,,,,,,,,,,,
preconst1-16521,ROMAN,UNCERTAIN,,,,,,,,,,
preconst1-165308,no period,,,,,,,,,,,
preconst1-165337,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-165442,20TH CENTURY,,,,,,,,,,,
preconst1-165689,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-16569,no period,,,,,,,,,,,
preconst1-165897,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-16591,MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-165936,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,,
preconst1-16609,no period,,,,,,,,,,,
preconst1-16611,no period,,,,,,,,,,,
preconst1-16613,POST MEDIEVAL,,,,,,,,,,,
preconst1-166443,POST MEDIEVAL,,,,,,,,,,,
preconst1-166463,POST MEDIEVAL,,,,,,,,,,,
preconst1-16653,no period,,,,,,,,,,,
preconst1-166604,ROMAN,,,,,,,,,,,
preconst1-166725,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-166803,POST MEDIEVAL,,,,,,,,,,,
preconst1-167019,POST MEDIEVAL,,,,,,,,,,,
preconst1-167219,POST MEDIEVAL,,,,,,,,,,,
preconst1-167243,POST MEDIEVAL,,,,,,,,,,,
preconst1-167302,POST MEDIEVAL,,,,,,,,,,,
preconst1-167317,POST MEDIEVAL,,,,,,,,,,,
preconst1-16794,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-168419,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-16843,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-168549,POST MEDIEVAL,,,,,,,,,,,
preconst1-168675,ROMAN,,,,,,,,,,,
preconst1-168727,no period,,,,,,,,,,,
preconst1-168749,POST MEDIEVAL,,,,,,,,,,,
preconst1-168783,MEDIEVAL,,,,,,,,,,,
preconst1-168808,no period,,,,,,,,,,,
preconst1-168811,20TH CENTURY,,,,,,,,,,,
preconst1-169022,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-169555,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-169556,no period,,,,,,,,,,,
preconst1-169655,no period,,,,,,,,,,,
preconst1-169834,no period,,,,,,,,,,,
preconst1-16984,no period,,,,,,,,,,,
preconst1-169893,EARLY BRONZE AGE,,,,,,,,,,,
preconst1-170024,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-17014,POST MEDIEVAL,,,,,,,,,,,
preconst1-170184,POST MEDIEVAL,,,,,,,,,,,
preconst1-170293,no period,,,,,,,,,,,
preconst1-170784,20TH CENTURY,,,,,,,,,,,
preconst1-170819,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-170935,POST MEDIEVAL,,,,,,,,,,,
preconst1-171067,POST MEDIEVAL,,,,,,,,,,,
preconst1-171070,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-171237,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-171414,no period,,,,,,,,,,,
preconst1-171522,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-172315,LATER PREHISTORIC,,,,,,,,,,,
preconst1-17240,no period,,,,,,,,,,,
preconst1-172459,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-172532,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-172841,no period,,,,,,,,,,,
preconst1-173092,no period,,,,,,,,,,,
preconst1-17330,POST MEDIEVAL,,,,,,,,,,,
preconst1-173643,no period,,,,,,,,,,,
preconst1-173672,no period,,,,,,,,,,,
preconst1-174558,no period,,,,,,,,,,,
preconst1-174835,EARLY MEDIEVAL,MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-174950,no period,,,,,,,,,,,
preconst1-175027,EARLY NEOLITHIC,LATE IRON AGE,LATE MESOLITHIC,MEDIEVAL,MIDDLE IRON AGE,NEOLITHIC,ROMAN,,,,,
preconst1-175343,POST MEDIEVAL,,,,,,,,,,,
preconst1-175468,POST MEDIEVAL,,,,,,,,,,,
preconst1-175605,no period,,,,,,,,,,,
preconst1-175621,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-175763,BRONZE AGE,MEDIEVAL,PALAEOLITHIC,POST MEDIEVAL,ROMAN,,,,,,,
preconst1-175896,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-176033,no period,,,,,,,,,,,
preconst1-176249,20TH CENTURY,,,,,,,,,,,
preconst1-176276,POST MEDIEVAL,,,,,,,,,,,
preconst1-176286,no period,,,,,,,,,,,
preconst1-176293,no period,,,,,,,,,,,
preconst1-17648,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-176664,MEDIEVAL,,,,,,,,,,,
preconst1-176716,POST MEDIEVAL,,,,,,,,,,,
preconst1-176785,POST MEDIEVAL,,,,,,,,,,,
preconst1-176824,POST MEDIEVAL,,,,,,,,,,,
preconst1-176877,EARLY MEDIEVAL,MEDIEVAL,,,,,,,,,,
preconst1-176886,ROMAN,UNCERTAIN,,,,,,,,,,
preconst1-17695,EARLY MEDIEVAL,LATE BRONZE AGE,,,,,,,,,,
preconst1-177008,BRONZE AGE,EARLY MEDIEVAL,IRON AGE,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,
preconst1-177072,POST MEDIEVAL,,,,,,,,,,,
preconst1-177333,no period,,,,,,,,,,,
preconst1-177368,POST MEDIEVAL,,,,,,,,,,,
preconst1-177388,no period,,,,,,,,,,,
preconst1-177389,no period,,,,,,,,,,,
preconst1-17756,no period,,,,,,,,,,,
preconst1-177678,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-177982,20TH CENTURY,,,,,,,,,,,
preconst1-17800,POST MEDIEVAL,,,,,,,,,,,
preconst1-178008,POST MEDIEVAL,,,,,,,,,,,
preconst1-17803,ROMAN,,,,,,,,,,,
preconst1-178089,ROMAN,,,,,,,,,,,
preconst1-178369,POST MEDIEVAL,,,,,,,,,,,
preconst1-178424,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-178436,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-178532,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-17856,no period,,,,,,,,,,,
preconst1-178563,POST MEDIEVAL,,,,,,,,,,,
preconst1-178583,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-178687,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-178706,no period,,,,,,,,,,,
preconst1-17906,no period,,,,,,,,,,,
preconst1-179097,no period,,,,,,,,,,,
preconst1-179161,no period,,,,,,,,,,,
preconst1-179269,POST MEDIEVAL,,,,,,,,,,,
preconst1-179272,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-179598,POST MEDIEVAL,,,,,,,,,,,
preconst1-179691,no period,,,,,,,,,,,
preconst1-179943,EARLY MEDIEVAL,,,,,,,,,,,
preconst1-180014,no period,,,,,,,,,,,
preconst1-180037,no period,,,,,,,,,,,
preconst1-180082,POST MEDIEVAL,,,,,,,,,,,
preconst1-180185,no period,,,,,,,,,,,
preconst1-180681,no period,,,,,,,,,,,
preconst1-180795,POST MEDIEVAL,,,,,,,,,,,
preconst1-180950,no period,,,,,,,,,,,
preconst1-181039,POST MEDIEVAL,,,,,,,,,,,
preconst1-181224,POST MEDIEVAL,,,,,,,,,,,
preconst1-181410,POST MEDIEVAL,,,,,,,,,,,
preconst1-181550,POST MEDIEVAL,,,,,,,,,,,
preconst1-181724,no period,,,,,,,,,,,
preconst1-181754,no period,,,,,,,,,,,
preconst1-181780,no period,,,,,,,,,,,
preconst1-181849,POST MEDIEVAL,,,,,,,,,,,
preconst1-181887,ROMAN,,,,,,,,,,,
preconst1-18195,no period,,,,,,,,,,,
preconst1-181984,no period,,,,,,,,,,,
preconst1-182101,MEDIEVAL,,,,,,,,,,,
preconst1-182145,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-18221,no period,,,,,,,,,,,
preconst1-182230,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-182728,no period,,,,,,,,,,,
preconst1-18289,POST MEDIEVAL,,,,,,,,,,,
preconst1-183120,20TH CENTURY,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,
preconst1-183180,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-183283,no period,,,,,,,,,,,
preconst1-18346,POST MEDIEVAL,,,,,,,,,,,
preconst1-183675,no period,,,,,,,,,,,
preconst1-183706,POST MEDIEVAL,,,,,,,,,,,
preconst1-183887,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-183981,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-184554,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-184736,no period,,,,,,,,,,,
preconst1-184757,no period,,,,,,,,,,,
preconst1-184810,POST MEDIEVAL,,,,,,,,,,,
preconst1-185015,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-185168,no period,,,,,,,,,,,
preconst1-185263,20TH CENTURY,,,,,,,,,,,
preconst1-185335,20TH CENTURY,ROMAN,,,,,,,,,,
preconst1-185899,POST MEDIEVAL,,,,,,,,,,,
preconst1-18611,no period,,,,,,,,,,,
preconst1-18617,no period,,,,,,,,,,,
preconst1-186195,no period,,,,,,,,,,,
preconst1-186265,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-18628,POST MEDIEVAL,,,,,,,,,,,
preconst1-186411,POST MEDIEVAL,,,,,,,,,,,
preconst1-186432,MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-186489,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
preconst1-186605,no period,,,,,,,,,,,
preconst1-186825,POST MEDIEVAL,,,,,,,,,,,
preconst1-18692,POST MEDIEVAL,,,,,,,,,,,
preconst1-187265,LATE BRONZE AGE,,,,,,,,,,,
preconst1-187315,no period,,,,,,,,,,,
preconst1-187623,POST MEDIEVAL,,,,,,,,,,,
preconst1-187663,UNCERTAIN,,,,,,,,,,,
preconst1-187817,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-187881,no period,,,,,,,,,,,
preconst1-188112,no period,,,,,,,,,,,
preconst1-188128,no period,,,,,,,,,,,
preconst1-188138,MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-188159,POST MEDIEVAL,,,,,,,,,,,
preconst1-188387,MEDIEVAL,,,,,,,,,,,
preconst1-18882,no period,,,,,,,,,,,
preconst1-188918,no period,,,,,,,,,,,
preconst1-188935,no period,,,,,,,,,,,
preconst1-188957,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-18904,POST MEDIEVAL,,,,,,,,,,,
preconst1-189075,ROMAN,,,,,,,,,,,
preconst1-18941,NEOLITHIC,,,,,,,,,,,
preconst1-189799,POST MEDIEVAL,,,,,,,,,,,
preconst1-189814,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-189881,no period,,,,,,,,,,,
preconst1-189920,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,,
preconst1-190143,POST MEDIEVAL,,,,,,,,,,,
preconst1-190183,POST MEDIEVAL,,,,,,,,,,,
preconst1-190550,POST MEDIEVAL,,,,,,,,,,,
preconst1-190714,POST MEDIEVAL,,,,,,,,,,,
preconst1-190774,no period,,,,,,,,,,,
preconst1-191196,LATER PREHISTORIC,,,,,,,,,,,
preconst1-191256,no period,,,,,,,,,,,
preconst1-191511,20TH CENTURY,,,,,,,,,,,
preconst1-191582,no period,,,,,,,,,,,
preconst1-19169,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-191924,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-192044,no period,,,,,,,,,,,
preconst1-192208,MEDIEVAL,,,,,,,,,,,
preconst1-192703,LATE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-192745,MEDIEVAL,,,,,,,,,,,
preconst1-192848,no period,,,,,,,,,,,
preconst1-192991,no period,,,,,,,,,,,
preconst1-19304,POST MEDIEVAL,,,,,,,,,,,
preconst1-193073,LATE BRONZE AGE,,,,,,,,,,,
preconst1-19309,LATE BRONZE AGE,,,,,,,,,,,
preconst1-193264,POST MEDIEVAL,,,,,,,,,,,
preconst1-193279,no period,,,,,,,,,,,
preconst1-193928,POST MEDIEVAL,,,,,,,,,,,
preconst1-194009,no period,,,,,,,,,,,
preconst1-19444,UNCERTAIN,,,,,,,,,,,
preconst1-194838,no period,,,,,,,,,,,
preconst1-195157,POST MEDIEVAL,,,,,,,,,,,
preconst1-195328,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-195334,no period,,,,,,,,,,,
preconst1-195609,20TH CENTURY,BRONZE AGE,POST MEDIEVAL,,,,,,,,,
preconst1-196026,no period,,,,,,,,,,,
preconst1-19641,no period,,,,,,,,,,,
preconst1-196531,POST MEDIEVAL,,,,,,,,,,,
preconst1-196998,no period,,,,,,,,,,,
preconst1-197836,POST MEDIEVAL,,,,,,,,,,,
preconst1-198224,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-198275,20TH CENTURY,,,,,,,,,,,
preconst1-198421,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
preconst1-198458,MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-198486,no period,,,,,,,,,,,
preconst1-198676,no period,,,,,,,,,,,
preconst1-199041,UNCERTAIN,,,,,,,,,,,
preconst1-19912,POST MEDIEVAL,,,,,,,,,,,
preconst1-199162,20TH CENTURY,,,,,,,,,,,
preconst1-199223,POST MEDIEVAL,,,,,,,,,,,
preconst1-199296,EARLY MEDIEVAL,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,
preconst1-19935,EARLY MEDIEVAL,MEDIEVAL,ROMAN,,,,,,,,,
preconst1-19937,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
preconst1-199551,ROMAN,UNCERTAIN,,,,,,,,,,
preconst1-199933,20TH CENTURY,,,,,,,,,,,
preconst1-19996,POST MEDIEVAL,,,,,,,,,,,
preconst1-199999,LATE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-200093,no period,,,,,,,,,,,
preconst1-20010,no period,,,,,,,,,,,
preconst1-200116,POST MEDIEVAL,,,,,,,,,,,
preconst1-200660,no period,,,,,,,,,,,
preconst1-20078,no period,,,,,,,,,,,
preconst1-200818,20TH CENTURY,,,,,,,,,,,
preconst1-200925,no period,,,,,,,,,,,
preconst1-200965,POST MEDIEVAL,,,,,,,,,,,
preconst1-201141,POST MEDIEVAL,,,,,,,,,,,
preconst1-201426,no period,,,,,,,,,,,
preconst1-201514,POST MEDIEVAL,,,,,,,,,,,
preconst1-201554,POST MEDIEVAL,,,,,,,,,,,
preconst1-201637,no period,,,,,,,,,,,
preconst1-201836,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-201917,no period,,,,,,,,,,,
preconst1-202028,no period,,,,,,,,,,,
preconst1-202116,UNCERTAIN,,,,,,,,,,,
preconst1-202285,POST MEDIEVAL,,,,,,,,,,,
preconst1-20255,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-202663,POST MEDIEVAL,,,,,,,,,,,
preconst1-203606,no period,,,,,,,,,,,
preconst1-203762,no period,,,,,,,,,,,
preconst1-204055,no period,,,,,,,,,,,
preconst1-204061,20TH CENTURY,,,,,,,,,,,
preconst1-20428,no period,,,,,,,,,,,
preconst1-204344,no period,,,,,,,,,,,
preconst1-204355,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-204482,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-204504,POST MEDIEVAL,,,,,,,,,,,
preconst1-204518,no period,,,,,,,,,,,
preconst1-204652,EARLY MEDIEVAL,MEDIEVAL,,,,,,,,,,
preconst1-20469,no period,,,,,,,,,,,
preconst1-204802,20TH CENTURY,MEDIEVAL,,,,,,,,,,
preconst1-204878,POST MEDIEVAL,,,,,,,,,,,
preconst1-20493,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-205285,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-205365,no period,,,,,,,,,,,
preconst1-205384,no period,,,,,,,,,,,
preconst1-205554,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-205717,POST MEDIEVAL,,,,,,,,,,,
preconst1-206198,EARLY MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-206850,POST MEDIEVAL,,,,,,,,,,,
preconst1-206851,20TH CENTURY,,,,,,,,,,,
preconst1-20693,MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-207160,MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-207171,no period,,,,,,,,,,,
preconst1-20728,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-207306,no period,,,,,,,,,,,
preconst1-207327,20TH CENTURY,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-207340,POST MEDIEVAL,,,,,,,,,,,
preconst1-207543,POST MEDIEVAL,,,,,,,,,,,
preconst1-207589,no period,,,,,,,,,,,
preconst1-207883,MIDDLE BRONZE AGE,,,,,,,,,,,
preconst1-208088,BRONZE AGE,,,,,,,,,,,
preconst1-208165,EARLY MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-208195,no period,,,,,,,,,,,
preconst1-20828,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-208401,ROMAN,,,,,,,,,,,
preconst1-208444,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-208445,no period,,,,,,,,,,,
preconst1-208562,POST MEDIEVAL,,,,,,,,,,,
preconst1-208657,MEDIEVAL,MIDDLE IRON AGE,NEOLITHIC,POST MEDIEVAL,UNCERTAIN,,,,,,,
preconst1-208718,EARLY NEOLITHIC,LATER PREHISTORIC,MEDIEVAL,,,,,,,,,
preconst1-208730,no period,,,,,,,,,,,
preconst1-209151,POST MEDIEVAL,,,,,,,,,,,
preconst1-209209,POST MEDIEVAL,,,,,,,,,,,
preconst1-209265,no period,,,,,,,,,,,
preconst1-209268,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-20934,no period,,,,,,,,,,,
preconst1-209642,EARLY MEDIEVAL,,,,,,,,,,,
preconst1-209782,no period,,,,,,,,,,,
preconst1-209837,20TH CENTURY,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-210131,POST MEDIEVAL,,,,,,,,,,,
preconst1-210292,LATE IRON AGE,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-21051,no period,,,,,,,,,,,
preconst1-210813,EARLY IRON AGE,UNCERTAIN,,,,,,,,,,
preconst1-211016,UNCERTAIN,,,,,,,,,,,
preconst1-211099,no period,,,,,,,,,,,
preconst1-211263,POST MEDIEVAL,,,,,,,,,,,
preconst1-211336,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-211633,MEDIEVAL,,,,,,,,,,,
preconst1-211708,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-212324,no period,,,,,,,,,,,
preconst1-212401,no period,,,,,,,,,,,
preconst1-212478,20TH CENTURY,,,,,,,,,,,
preconst1-212517,no period,,,,,,,,,,,
preconst1-212658,no period,,,,,,,,,,,
preconst1-212798,20TH CENTURY,,,,,,,,,,,
preconst1-212827,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,,
preconst1-213323,POST MEDIEVAL,,,,,,,,,,,
preconst1-213415,UNCERTAIN,,,,,,,,,,,
preconst1-213769,no period,,,,,,,,,,,
preconst1-21402,POST MEDIEVAL,,,,,,,,,,,
preconst1-21413,ROMAN,,,,,,,,,,,
preconst1-214214,no period,,,,,,,,,,,
preconst1-21425,POST MEDIEVAL,,,,,,,,,,,
preconst1-214316,no period,,,,,,,,,,,
preconst1-214384,20TH CENTURY,,,,,,,,,,,
preconst1-214774,20TH CENTURY,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-21520,no period,,,,,,,,,,,
preconst1-215239,no period,,,,,,,,,,,
preconst1-21526,POST MEDIEVAL,,,,,,,,,,,
preconst1-215348,20TH CENTURY,,,,,,,,,,,
preconst1-21539,no period,,,,,,,,,,,
preconst1-215399,UNCERTAIN,,,,,,,,,,,
preconst1-21540,POST MEDIEVAL,,,,,,,,,,,
preconst1-215855,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-216093,POST MEDIEVAL,,,,,,,,,,,
preconst1-216234,20TH CENTURY,,,,,,,,,,,
preconst1-216681,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-216735,no period,,,,,,,,,,,
preconst1-216989,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-217223,20TH CENTURY,,,,,,,,,,,
preconst1-217227,no period,,,,,,,,,,,
preconst1-217434,20TH CENTURY,,,,,,,,,,,
preconst1-21763,no period,,,,,,,,,,,
preconst1-218495,no period,,,,,,,,,,,
preconst1-218585,no period,,,,,,,,,,,
preconst1-218618,POST MEDIEVAL,,,,,,,,,,,
preconst1-218640,no period,,,,,,,,,,,
preconst1-218671,no period,,,,,,,,,,,
preconst1-218720,20TH CENTURY,UNCERTAIN,,,,,,,,,,
preconst1-218868,no period,,,,,,,,,,,
preconst1-219257,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-219390,POST MEDIEVAL,,,,,,,,,,,
preconst1-219608,20TH CENTURY,,,,,,,,,,,
preconst1-219999,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-220050,POST MEDIEVAL,,,,,,,,,,,
preconst1-220162,no period,,,,,,,,,,,
preconst1-220342,no period,,,,,,,,,,,
preconst1-220376,ROMAN,,,,,,,,,,,
preconst1-220725,no period,,,,,,,,,,,
preconst1-220827,POST MEDIEVAL,,,,,,,,,,,
preconst1-221080,POST MEDIEVAL,,,,,,,,,,,
preconst1-221202,BRONZE AGE,LATE IRON AGE,ROMAN,UNCERTAIN,,,,,,,,
preconst1-22150,POST MEDIEVAL,,,,,,,,,,,
preconst1-221622,EARLY IRON AGE,LATE BRONZE AGE,LATER PREHISTORIC,MIDDLE BRONZE AGE,,,,,,,,
preconst1-22205,no period,,,,,,,,,,,
preconst1-222314,no period,,,,,,,,,,,
preconst1-222371,no period,,,,,,,,,,,
preconst1-223342,EARLY MEDIEVAL,IRON AGE,LATER PREHISTORIC,MEDIEVAL,,,,,,,,
preconst1-223372,LATE IRON AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-223374,no period,,,,,,,,,,,
preconst1-223612,POST MEDIEVAL,,,,,,,,,,,
preconst1-223623,ROMAN,,,,,,,,,,,
preconst1-223739,POST MEDIEVAL,,,,,,,,,,,
preconst1-224104,no period,,,,,,,,,,,
preconst1-224595,20TH CENTURY,BRONZE AGE,,,,,,,,,,
preconst1-224825,POST MEDIEVAL,,,,,,,,,,,
preconst1-224853,POST MEDIEVAL,,,,,,,,,,,
preconst1-225023,no period,,,,,,,,,,,
preconst1-225049,no period,,,,,,,,,,,
preconst1-225116,no period,,,,,,,,,,,
preconst1-225236,POST MEDIEVAL,,,,,,,,,,,
preconst1-225294,BRONZE AGE,LATER PREHISTORIC,,,,,,,,,,
preconst1-225522,UNCERTAIN,,,,,,,,,,,
preconst1-22573,20TH CENTURY,,,,,,,,,,,
preconst1-226217,no period,,,,,,,,,,,
preconst1-226240,POST MEDIEVAL,,,,,,,,,,,
preconst1-226273,no period,,,,,,,,,,,
preconst1-226350,POST MEDIEVAL,,,,,,,,,,,
preconst1-226538,20TH CENTURY,UNCERTAIN,,,,,,,,,,
